bin;brand;issuer
411900;VISA;NATIONAL BANK TRUST OJSC
411927;VISA;NATIONAL MORTGAGE BANK JSCB
411928;VISA;NATIONAL MORTGAGE BANK JSCB
411929;VISA;NATIONAL MORTGAGE BANK JSCB
411930;VISA;NATIONAL MORTGAGE BANK JSCB
411936;VISA;COMMERCIAL INTERREGIONAL TRUST BANK
411937;VISA;COMMERCIAL INTERREGIONAL TRUST BANK
411938;VISA;COMMERCIAL INTERREGIONAL TRUST BANK
411945;VISA;COMMERCIAL BANK MASTER-BANK
411950;VISA;ALEF BANK THE CLOSED CORPORATION JSB
411951;VISA;OJSCB KHIMIK
411964;VISA;METRACOMBANK INTERREGIONAL TRANSPORT COMMERCIAL BANK
411965;VISA;METRACOMBANK INTERREGIONAL TRANSPORT COMMERCIAL BANK
411966;VISA;METRACOMBANK INTERREGIONAL TRANSPORT COMMERCIAL BANK
411990;VISA;ZHELDORBANK JSB
411991;VISA;ZHELDORBANK JSB
411992;VISA;ZHELDORBANK JSB
411996;VISA;ZHELDORBANK JSB
412284;VISA;JSCB BUSINESS SERVICE TRUST CJSC
412434;VISA;ZHELDORBANK JSB
412475;VISA;ZHELDORBANK JSB
412476;VISA;ZHELDORBANK JSB
412477;VISA;ZHELDORBANK JSB
412519;VISA;JSCB ROSBANK
412520;VISA;JSC FIRST REPUBLIC BANK
412521;VISA;JSC FIRST REPUBLIC BANK
412522;VISA;JSC FIRST REPUBLIC BANK
412523;VISA;MCB ODINBANK (LLC)
412524;VISA;MCB ODINBANK (LLC)
412525;VISA;MCB ODINBANK (LLC)
412526;VISA;MCB ODINBANK (LLC)
412531;VISA;CB KUBANSKIY UNIVERSALNIY BANK (LLC)
412532;VISA;ZAO BANK SOVETSKY
412533;VISA;ZAO BANK SOVETSKY
412534;VISA;ZAO BANK SOVETSKY
412535;VISA;ZAO BANK SOVETSKY
412542;VISA;PROJECT FINANCING BANK JSB
412543;VISA;PROJECT FINANCING BANK JSB
412544;VISA;PROJECT FINANCING BANK JSB
412546;VISA;COMMERCIAL BANK EUROCREDIT
412547;VISA;COMMERCIAL BANK EUROCREDIT
412548;VISA;COMMERCIAL BANK EUROCREDIT
412549;VISA;COMMERCIAL BANK EUROCREDIT
412577;VISA;ZHELDORBANK JSB
412578;VISA;ZHELDORBANK JSB
412579;VISA;ZHELDORBANK JSB
412580;VISA;JSCB NEFTYANOY ALLIANCE
412581;VISA;JSCB NEFTYANOY ALLIANCE
412582;VISA;JSCB NEFTYANOY ALLIANCE
412584;VISA;CB LOCKO BANK (OOO)
412601;VISA;ING BANK (EURASIA) ZAO
412602;VISA;ING BANK (EURASIA) ZAO
412603;VISA;ING BANK (EURASIA) ZAO
412604;VISA;ING BANK (EURASIA) ZAO
412704;VISA;NORTHERN TRUST COMPANY
412741;VISA;INKOMBANK (INCOMBANK)
412746;VISA;MOSCOW BUSINESS WORLD BANK (MDM)
412776;VISA;CITIBANK T/O
412943;VISA;ANZ GRINDLAYS BANK, LTD.
413042;VISA;BANK OF STOCKDALE
413047;VISA;CJSC UNICREDIT BANK
413048;VISA;INTERNATIONAL MOSCOW BANK
413052;VISA;MOSCOW JSCB VOZROZHDENIYE
413060;VISA;EVROFINANCE MOSNARBANK
413061;VISA;BANK FOR FOREIGN TRADE (VNESHTORGBANK)
413064;VISA;JSC BANK OF MOSCOW
413087;VISA;BANK FOR FOREIGN TRADE (VNESHTORGBANK)
413166;VISA;ZHELDORBANK JSB
413181;VISA;ZHELDORBANK JSB
413203;VISA;RUSSIAN REGIONAL DEVELOPMENT BANK OJSC
413204;VISA;RUSSIAN REGIONAL DEVELOPMENT BANK OJSC
413205;VISA;RUSSIAN REGIONAL DEVELOPMENT BANK OJSC
413225;VISA;JSC NOKSSBANK
413228;VISA;BANK24.RU JSB
413229;VISA;JSB PROBUSINESSBANK
413250;VISA;CB UNIASTRUM BANK
413254;VISA;JSC MORTGAGE BANK OF OMSK (OMSK-BANK)
413255;VISA;JSC MORTGAGE BANK OF OMSK (OMSK-BANK)
413257;VISA;SLAVINVESTBANK LLC
413258;VISA;SLAVINVESTBANK LLC
413259;VISA;SLAVINVESTBANK LLC
413260;VISA;SLAVINVESTBANK LLC
413274;VISA;CB MAST BANK
413275;VISA;CB MAST BANK
413276;VISA;CB MAST BANK
413286;VISA;KURSK INDUSTRIAL BANK (JSC) KURSKPROMBANK
413287;VISA;BANK OF KAMCHATKA, LTD.
413288;VISA;PERVOURALSKBANK, J.-S.C.
413412;VISA;ZHELDORBANK JSB
413413;VISA;ZHELDORBANK JSB
413414;VISA;ZHELDORBANK JSB
413421;VISA;JSCB LEGION OJSC
413422;VISA;JSCB LEGION OJSC
413423;VISA;JSCB LEGION OJSC
413454;VISA;ZHELDORBANK JSB
413474;VISA;ZHELDORBANK JSB
413759;VISA;EGEBANK, A.S.
413872;VISA;INKASBANK PLC
413873;VISA;INKASBANK PLC
413874;VISA;INKASBANK PLC
413875;VISA;INKASBANK PLC
413876;VISA;INKASBANK PLC
413877;VISA;JSCB OF SUPPORT TO COMMERCE AND BUSINESS SKB BANK
413878;VISA;JSCB OF SUPPORT TO COMMERCE AND BUSINESS SKB BANK
413879;VISA;JSCB OF SUPPORT TO COMMERCE AND BUSINESS SKB BANK
414010;VISA;CB PLATINA
414035;VISA;MOSCOW JSCB VOZROZHDENIYE
414076;VISA;CB OTKRITIE CJSC
414095;VISA;CHElanDBANK
414097;VISA;CB PLATINA
414399;VISA;WEST SIBERIAN COMMERCIAL BANK
414502;VISA;DIAMOND BANK, LTD.
414503;VISA;DIAMOND BANK, LTD.
414651;VISA;JSCB SLAVIANSKY BANK
414652;VISA;JSCB SLAVIANSKY BANK
414653;VISA;JSCB SLAVIANSKY BANK
414654;VISA;JSCB SLAVIANSKY BANK
414656;VISA;BANK ZENIT
414657;VISA;BANK ZENIT
414658;VISA;BANK ZENIT
414659;VISA;BANK ZENIT
414697;VISA;MIRNY COMMERCIAL BANK MAK-BANK
414698;VISA;MIRNY COMMERCIAL BANK MAK-BANK
414699;VISA;MIRNY COMMERCIAL BANK MAK-BANK
415025;VISA;URAL BANK FOR RECONSTRUCTION AND DEVELOPMENT JSC
415028;VISA;TRANSCREDITBANK
415029;VISA;TRANSCREDITBANK
415031;VISA;INTERNATIONAL INDUSTRIAL BANK
415032;VISA;INTERNATIONAL INDUSTRIAL BANK
415035;VISA;MIRNY COMMERCIAL BANK MAK-BANK
415039;VISA;TRANSCREDITBANK
415040;VISA;TRANSCREDITBANK
415041;VISA;TRANSCREDITBANK
415042;VISA;TRANSCREDITBANK
415043;VISA;TRANSCREDITBANK
415311;VISA;BAIKAlanVESTBANK
415312;VISA;BAIKAlanVESTBANK
415313;VISA;BAIKAlanVESTBANK
415400;VISA;CJSC ALFA-BANK
415415;VISA;PROMSTROYBANK OF RUSSIA
415428;VISA;CJSC ALFA-BANK
415429;VISA;CJSC ALFA-BANK
415430;VISA;COMMERCIAL IMPORT-EXPORT BANK IMPEXBANK
415432;VISA;CREDIT URAL BANK
415470;VISA;WEST SIBERIAN COMMERCIAL BANK
415481;VISA;CJSC ALFA-BANK
415482;VISA;CJSC ALFA-BANK
415822;VISA;ZHELDORBANK JSB
416014;VISA;BARCLAYS BANK PLC
416015;VISA;BARCLAYS BANK PLC
416016;VISA;BARCLAYS BANK PLC
416038;VISA;OJSC BANK PETROCOMMERCE
416084;VISA;FAR EASTERN BANK
416441;VISA;MZB
416458;VISA;ZHELDORBANK JSB
416494;VISA;JS BANK SEVERGAZBANK
416495;VISA;JS BANK SEVERGAZBANK
416496;VISA;JS BANK SEVERGAZBANK
416497;VISA;JS BANK SEVERGAZBANK
416647;VISA;JSCB TULSKIY PROMYSHlanNIK
416648;VISA;JSCB TULSKIY PROMYSHlanNIK
416678;VISA;EAST-EUROPEAN BANK OF RECONSTRUCTION AND DEVELOPMENT LLC
416679;VISA;EAST-EUROPEAN BANK OF RECONSTRUCTION AND DEVELOPMENT LLC
416680;VISA;EAST-EUROPEAN BANK OF RECONSTRUCTION AND DEVELOPMENT LLC
416683;VISA;
416684;VISA;OJSC AF BANK
416685;VISA;OJSC AF BANK
416686;VISA;
416700;VISA;MDM BANK OJSC
416701;VISA;MDM BANK OJSC
416702;VISA;MDM BANK OJSC
416703;VISA;SIBACADEMBANK, JSC
416707;VISA;EXTROBANK, CB
416708;VISA;EXTROBANK, CB
416709;VISA;EXTROBANK, CB
416740;VISA;CB KUBAN KREDIT, 000
416741;VISA;CB KUBAN KREDIT, 000
416742;VISA;CB KUBAN KREDIT, 000
416743;VISA;CB KUBAN KREDIT, 000
416758;VISA;SEVERNY NARODNY BANK
416790;VISA;MDM BANK OJSC
416791;VISA;MDM BANK OJSC
416792;VISA;MDM BANK OJSC
416920;VISA;ZHELDORBANK JSB
416927;VISA;ZHELDORBANK JSB
416928;VISA;ZHELDORBANK JSB
416951;VISA;JSCB PRIMORYE
416956;VISA;JSCB ROSBANK
416964;VISA;OJSC CB SOLIDARNOST
416977;VISA;ZAO METROBANK
416978;VISA;ZAO METROBANK
416979;VISA;ZAO METROBANK
416980;VISA;ZAO METROBANK
416982;VISA;OJSC ROSGOSSTRAKH BANK
416983;VISA;OJSC ROSGOSSTRAKH BANK
416984;VISA;OJSC ROSGOSSTRAKH BANK
417048;VISA;CB TRANSPORTNY INVESTITSIONNY BANK
417049;VISA;CB TRANSPORTNY INVESTITSIONNY BANK
417050;VISA;CB TRANSPORTNY INVESTITSIONNY BANK
417051;VISA;CB TRANSPORTNY INVESTITSIONNY BANK
417052;VISA;JSC BANK ALEKSANDROVSKY
417053;VISA;JSC BANK ALEKSANDROVSKY
417054;VISA;JSC BANK ALEKSANDROVSKY
417055;VISA;JSC BANK ALEKSANDROVSKY
417225;VISA;TATFONDBANK
417226;VISA;TATFONDBANK
417227;VISA;TATFONDBANK
417250;VISA;JSC RUSSIAN STANDARD BANK
417251;VISA;JSC RUSSIAN STANDARD BANK
417252;VISA;JSC RUSSIAN STANDARD BANK
417253;VISA;JSC RUSSIAN STANDARD BANK
417254;VISA;JSC RUSSIAN STANDARD BANK
417256;VISA;COMMERCIAL BANK GRAN
417291;VISA;JSC RUSSIAN STANDARD BANK
417367;VISA;JSC METKOMBANK
417368;VISA;JSC METKOMBANK
417369;VISA;JSC METKOMBANK
417370;VISA;JSC METKOMBANK
417381;VISA;COMMERCIAL BANK OF MOSCOW
417382;VISA;COMMERCIAL BANK OF MOSCOW
417383;VISA;COMMERCIAL BANK OF MOSCOW
417428;VISA;SLAVINVESTBANK LLC
417429;VISA;JSB TOGLIATTIKHIMBANK
417430;VISA;JSB TOGLIATTIKHIMBANK
417431;VISA;JSB TOGLIATTIKHIMBANK
417627;VISA;QIWI BANK (JSC)
417628;VISA;QIWI BANK (JSC)
417629;VISA;QIWI BANK (JSC)
417676;VISA;JSC BANK OF KHANTY-MANSIYSK
417689;VISA;MDM BANK OJSC
417739;VISA;METRACOMBANK INTERREGIONAL TRANSPORT COMMERCIAL BANK
417741;VISA;NORVIK BANK OJSC
417742;VISA;ZHELDORBANK JSB
417743;VISA;JSC FINEKOBANK
417744;VISA;CLOSED EXPORT IMPORT JSCB ZAO
417745;VISA;CLOSED EXPORT IMPORT JSCB ZAO
417746;VISA;CLOSED EXPORT IMPORT JSCB ZAO
417758;VISA;BANK OF INTERNATIONAL BUSINESS (LTD. LIABILITY COMPANY)
417759;VISA;BANK OF INTERNATIONAL BUSINESS (LTD. LIABILITY COMPANY)
417760;VISA;BANK OF INTERNATIONAL BUSINESS (LTD. LIABILITY COMPANY)
417761;VISA;BANK OF INTERNATIONAL BUSINESS (LTD. LIABILITY COMPANY)
417864;VISA;ZHELDORBANK JSB
417865;VISA;ZHELDORBANK JSB
417866;VISA;ZHELDORBANK JSB
417867;VISA;ZHELDORBANK JSB
417868;VISA;ZHELDORBANK JSB
417869;VISA;ZHELDORBANK JSB
417870;VISA;ZHELDORBANK JSB
417871;VISA;
418327;VISA;ZHELDORBANK JSB
418328;VISA;ZHELDORBANK JSB
418329;VISA;ZHELDORBANK JSB
418332;VISA;OJSC CB NORTH CREDIT BANK
418333;VISA;OJSC CB NORTH CREDIT BANK
418334;VISA;OJSC CB NORTH CREDIT BANK
418350;VISA;ZHELDORBANK JSB
418351;VISA;ZHELDORBANK JSB
418362;VISA;ZHELDORBANK JSB
418363;VISA;ZHELDORBANK JSB
418364;VISA;ZHELDORBANK JSB
418365;VISA;ZHELDORBANK JSB
418366;VISA;ZHELDORBANK JSB
418367;VISA;ZHELDORBANK JSB
418368;VISA;ZHELDORBANK JSB
418384;VISA;ZHELDORBANK JSB
418385;VISA;ZHELDORBANK JSB
418386;VISA;ZHELDORBANK JSB
418387;VISA;ZHELDORBANK JSB
418397;VISA;ZHELDORBANK JSB
418398;VISA;ZHELDORBANK JSB
418399;VISA;ZHELDORBANK JSB
418710;VISA;OJSC GUTA BANK
418711;VISA;OJSC GUTA BANK
418712;VISA;OJSC GUTA BANK
418713;VISA;JSC IZHCOMBANK
418714;VISA;JSC IZHCOMBANK
418716;VISA;ZHELDORBANK JSB
418717;VISA;JSCB METALLURGICAL INVESTMENT BANK OJSC
418718;VISA;JSCB METALLURGICAL INVESTMENT BANK OJSC
418719;VISA;JSCB METALLURGICAL INVESTMENT BANK OJSC
418720;VISA;JSCB RUSSIAN lanD BANK
418721;VISA;JSCB RUSSIAN lanD BANK
418722;VISA;JSCB RUSSIAN lanD BANK
418723;VISA;CB MEZHREGIONBANK LLC
418724;VISA;CB MEZHREGIONBANK LLC
418726;VISA;CB MEZHREGIONBANK LLC
418753;VISA;CJSC FORA OPPORTUNITY RUSSIAN BANK
418754;VISA;CJSC FORA OPPORTUNITY RUSSIAN BANK
418791;VISA;ZHELDORBANK JSB
418831;VISA;BANK VTB24 (CJSC)
418848;VISA;ARKHANGELSK ZHELEZNODOROZHNY CB CJSC
418867;VISA;INTERNATIONAL INDUSTRIAL BANK
418868;VISA;VTB BANK OJSC
418869;VISA;VTB BANK OJSC
418870;VISA;VTB BANK OJSC
418871;VISA;BANK FOR FOREIGN TRADE (VNESHTORGBANK)
418872;VISA;BANK FOR FOREIGN TRADE (VNESHTORGBANK)
418873;VISA;VTB BANK OJSC
418876;VISA;OJSC COMMERCIAL BANK SIBCONTACT
418877;VISA;OJSC COMMERCIAL BANK SIBCONTACT
418878;VISA;OJSC COMMERCIAL BANK SIBCONTACT
418879;VISA;OJSC COMMERCIAL BANK SIBCONTACT
418880;VISA;INTERNATIONAL INDUSTRIAL BANK
418881;VISA;INTERNATIONAL INDUSTRIAL BANK
418882;VISA;INTERNATIONAL INDUSTRIAL BANK
418891;VISA;CB PLC FINANCIAL CAPITAL (CB LTD FINANCIAL CAPITAL)
418892;VISA;CB PLC FINANCIAL CAPITAL (CB LTD FINANCIAL CAPITAL)
418893;VISA;CB PLC FINANCIAL CAPITAL (CB LTD FINANCIAL CAPITAL)
418906;VISA;JS BANK ROSEVROBANK
418907;VISA;JS BANK ROSEVROBANK
418908;VISA;JS BANK ROSEVROBANK
418909;VISA;JS BANK ROSEVROBANK
419029;VISA;JSCB DERZHAVA
419149;VISA;ASIAN PACIFIC BANK OJSC
419150;VISA;ASIAN PACIFIC BANK OJSC
419151;VISA;ASIAN PACIFIC BANK OJSC
419152;VISA;ASIAN PACIFIC BANK OJSC
419153;VISA;ASIAN PACIFIC BANK OJSC
419156;VISA;ZHELDORBANK JSB
419157;VISA;ZHELDORBANK JSB
419158;VISA;ZHELDORBANK JSB
419163;VISA;AVANGARD JSB
419349;VISA;ZHELDORBANK JSB
419351;VISA;BANK FOR FOREIGN TRADE (VNESHTORGBANK)
419355;VISA;NORTHWEST INVESTMENT INDUSTRY BANK PLC (SEVZAPINVESTPROMBANK
419356;VISA;NORTHWEST INVESTMENT INDUSTRY BANK PLC (SEVZAPINVESTPROMBANK
419357;VISA;NORTHWEST INVESTMENT INDUSTRY BANK PLC (SEVZAPINVESTPROMBANK
419358;VISA;ZHELDORBANK JSB
419359;VISA;ZHELDORBANK JSB
419360;VISA;ZHELDORBANK JSB
419362;VISA;ZHELDORBANK JSB
419364;VISA;CJSC BULGAR BANK
419365;VISA;CJSC BULGAR BANK
419366;VISA;CJSC BULGAR BANK
419367;VISA;DAGENERGOBANK, LTD.
419368;VISA;DAGENERGOBANK, LTD.
419370;VISA;OJSC BANK URALSIB
419486;VISA;JSC GE MONEYBANK
419519;VISA;OJSC CB DNB NOR MONCHEBANK
419520;VISA;ZHELDORBANK JSB
419531;VISA;BCS BANK JSC
419532;VISA;BCS BANK JSC
419533;VISA;BCS BANK JSC
419534;VISA;BCS BANK JSC
419539;VISA;CJSC ALFA-BANK
419540;VISA;CJSC ALFA-BANK
419573;VISA;ZHELDORBANK JSB
419574;VISA;ZHELDORBANK JSB
419575;VISA;ZHELDORBANK JSB
419576;VISA;ZHELDORBANK JSB
419579;VISA;OJSC SOCIAL COMMERCIAL BANK OF PRIMORYE PRIMSOTSBANK
419580;VISA;OJSC SOCIAL COMMERCIAL BANK OF PRIMORYE PRIMSOTSBANK
419581;VISA;OJSC SOCIAL COMMERCIAL BANK OF PRIMORYE PRIMSOTSBANK
419608;VISA;LLC NATIONAL STANDARD CB
419609;VISA;JSCB NEFTYANOY ALLIANCE
419632;VISA;ZHELDORBANK JSB
419633;VISA;ZHELDORBANK JSB
419634;VISA;ZHELDORBANK JSB
419666;VISA;ZHELDORBANK JSB
419667;VISA;ZHELDORBANK JSB
419668;VISA;ZHELDORBANK JSB
419675;VISA;OJSC SMOlanSK STOCK CB (SKA-BANK)
419686;VISA;ZHELDORBANK JSB
419687;VISA;ZHELDORBANK JSB
419688;VISA;ZHELDORBANK JSB
419689;VISA;ZHELDORBANK JSB
419701;VISA;M AND T BANK
419781;VISA;JSCB SPURT
419782;VISA;JSCB SPURT
419791;VISA;ZHELDORBANK JSB
419792;VISA;ZHELDORBANK JSB
419793;VISA;ZHELDORBANK JSB
419804;VISA;OJSC BANK URALSIB
419805;VISA;OJSC BANK URALSIB
419810;VISA;OJSC BANK URALSIB
419852;VISA;REGIONAL INVESTING COMMERCIAL BANK RINVESTBANK
419853;VISA;REGIONAL INVESTING COMMERCIAL BANK RINVESTBANK
419854;VISA;REGIONAL INVESTING COMMERCIAL BANK RINVESTBANK
419870;VISA;ZHELDORBANK JSB
419871;VISA;ZHELDORBANK JSB
419872;VISA;ZHELDORBANK JSB
419874;VISA;ZHELDORBANK JSB
419875;VISA;ZHELDORBANK JSB
419876;VISA;ZHELDORBANK JSB
419877;VISA;ZHELDORBANK JSB
419878;VISA;ZHELDORBANK JSB
419879;VISA;ZHELDORBANK JSB
419905;VISA;OJSC JSB ROSSIYA
419999;VISA;CREDIT URAL BANK
420197;VISA;ZHELDORBANK JSB
420252;VISA;JSCB RUSSIAN lanD BANK
420336;VISA;KIT FINANCE INVESTMENT BANK PJSC
420337;VISA;KIT FINANCE INVESTMENT BANK PJSC
420379;VISA;RUSSIAN JSC ROADS BANK PJSC ROSDORBANK
420380;VISA;RUSSIAN JSC ROADS BANK PJSC ROSDORBANK
420381;VISA;RUSSIAN JSC ROADS BANK PJSC ROSDORBANK
420569;VISA;IMAGE BANK - JSCB
420574;VISA;OJSC BANK PETROCOMMERCE
420588;VISA;ZHELDORBANK JSB
420597;VISA;B AND N BANK (JSC)
420705;VISA;ZAO RAIFFEISENBANK
420771;VISA;CB lanTA BANK
420772;VISA;CB lanTA BANK
421118;VISA;CJSC ALFA-BANK
421146;VISA;JSCB THE MICHINOKU BANK (MOSCOW) (CJSC)
421147;VISA;JSCB THE MICHINOKU BANK (MOSCOW) (CJSC)
421148;VISA;JSCB THE MICHINOKU BANK (MOSCOW) (CJSC)
421169;VISA;BANCA INTESA
421170;VISA;BANCA INTESA
421171;VISA;BANCA INTESA
421176;VISA;OJSC BANK PETROCOMMERCE
421179;VISA;CITIBANK T/O
421191;VISA;VTB BANK OJSC
421637;VISA;ICICI BANK EURASIA LLC
421647;VISA;ICICI BANK EURASIA LLC
421651;VISA;MDM BANK OJSC
421919;VISA;KIT FINANCE INVESTMENT BANK PJSC
422081;VISA;COMMERCIAL BANK EXPOBANK
422096;VISA;ICICI BANK EURASIA LLC
422097;VISA;ICICI BANK EURASIA LLC
422098;VISA;MDM BANK OJSC
422104;VISA;MDM BANK OJSC
422105;VISA;MDM BANK OJSC
422133;VISA;SLAVINVESTBANK LLC
422134;VISA;SLAVINVESTBANK LLC
422266;VISA;MOSSTROIECONOMBANK
422267;VISA;ZHELDORBANK JSB
422287;VISA;ZAO RAIFFEISENBANK
422372;VISA;OJSC BANK URALSIB
422425;VISA;TRANSCREDITBANK
422495;VISA;CITIZENS FINANCIAL SERVICES
422591;VISA;CHElanDBANK
422608;VISA;OJSC RUSSIAN AGRICULTURAL BANK
422680;VISA;CJSC BANK VENETS
422682;VISA;JSCB BTA KAZAN OJSC
422684;VISA;ZHELDORBANK JSB
422716;VISA;MOSCOMPRIVATBANK (MOSCOW COMMERCIAL BANK)
422753;VISA;ST. PETERSBURG SOCIAL COMMERCIAL BANK CJSC
422814;VISA;ZHELDORBANK JSB
422816;VISA;ZHELDORBANK JSB
422838;VISA;MOSCOW JSCB VOZROZHDENIYE
422839;VISA;MOSCOW JSCB VOZROZHDENIYE
423169;VISA;JSCB ROSBANK
423217;VISA;TATFONDBANK
423218;VISA;MOSCOW JSCB VOZROZHDENIYE
423301;VISA;CB UNIASTRUM BANK
423307;VISA;INTERNATIONAL BANK OF AZERBAIJAN - MOSCOW, LLC
423308;VISA;INTERNATIONAL BANK OF AZERBAIJAN - MOSCOW, LLC
423309;VISA;INTERNATIONAL BANK OF AZERBAIJAN - MOSCOW, LLC
423315;VISA;ECOPROMBANK JSCB
423319;VISA;INTERNATIONAL BANK OF AZERBAIJAN - MOSCOW, LLC
423373;VISA;WEST SIBERIAN COMMERCIAL BANK
423649;VISA;FOREIGN ECONOMIC INDUSTRIAL BANK LLC (VNESHPROMBANK LTD)
423677;VISA;OJSC CB URALSKY FINANSOVY DOM
423739;VISA;CB PROMINVESTRASCHET, LTD.
423740;VISA;CB PROMINVESTRASCHET, LTD.
423741;VISA;CB PROMINVESTRASCHET, LTD.
423742;VISA;CB PROMINVESTRASCHET, LTD.
423805;VISA;CREDITTRUST LTD. LIABILITY COMPANY CB
423806;VISA;CREDITTRUST LTD. LIABILITY COMPANY CB
423807;VISA;CREDITTRUST LTD. LIABILITY COMPANY CB
424113;VISA;ZHELDORBANK JSB
424204;VISA;OJSC BANK URALSIB
424205;VISA;OJSC BANK URALSIB
424206;VISA;OJSC BANK URALSIB
424207;VISA;OJSC BANK URALSIB
424290;VISA;OJSC BANK URALSIB
424291;VISA;OJSC BANK URALSIB
424352;VISA;JSCB SOYUZ
424362;VISA;JSB RUSINVESTCLUB
424370;VISA;JSCB ELECTRONIKA OJSC
424371;VISA;JSCB ELECTRONIKA OJSC
424372;VISA;JSCB ELECTRONIKA OJSC
424384;VISA;ECOPROMBANK JSCB
424385;VISA;ECOPROMBANK JSCB
424386;VISA;ECOPROMBANK JSCB
424405;VISA;OJSC CB URALSKY FINANSOVY DOM
424420;VISA;MEJPROMBANK PLUS LTD. COMPANY
424421;VISA;MEJPROMBANK PLUS LTD. COMPANY
424422;VISA;MEJPROMBANK PLUS LTD. COMPANY
424424;VISA;COMMERCIAL BANK SUDOSTROITELNY BANK
424436;VISA;JSCB AK BARS OJSC
424437;VISA;JSCB AK BARS OJSC
424438;VISA;JSCB AK BARS OJSC
424439;VISA;JSCB AK BARS OJSC
424440;VISA;JSCB AK BARS OJSC
424443;VISA;JSC URALPRIVATBANK
424473;VISA;OJSC BANK URALSIB
424474;VISA;OJSC BANK URALSIB
424475;VISA;OJSC BANK URALSIB
424476;VISA;OJSC URALSIB-YUG BANK
424480;VISA;STAVROPOLPROMSTROYBANK OAO
424481;VISA;STAVROPOLPROMSTROYBANK OAO
424482;VISA;OJSC SIBNEFTEBANK
424483;VISA;OJSC SIBNEFTEBANK
424484;VISA;OJSC SIBNEFTEBANK
424536;VISA;FAR EASTERN BANK
424538;VISA;JSC INVESTMENT CITY BANK
424539;VISA;JSC INVESTMENT CITY BANK
424540;VISA;JSC INVESTMENT CITY BANK
424541;VISA;JSC INVESTMENT CITY BANK
424542;VISA;CJSC INDUSTRIAL SAVINGS BANK, CJSC PROMSBERBANK
424543;VISA;CJSC INDUSTRIAL SAVINGS BANK, CJSC PROMSBERBANK
424544;VISA;CJSC INDUSTRIAL SAVINGS BANK, CJSC PROMSBERBANK
424547;VISA;OJSC NATIONAL TRADE BANK
424548;VISA;OJSC NATIONAL TRADE BANK
424553;VISA;NATIONAL BANK TRUST OJSC
424554;VISA;NATIONAL BANK TRUST OJSC
424555;VISA;NATIONAL BANK TRUST OJSC
424561;VISA;JSCB PROMSVYAZBANK (CJSC)
424562;VISA;JSCB PROMSVYAZBANK (CJSC)
424563;VISA;JSCB PROMSVYAZBANK (CJSC)
424646;VISA;JSC BANK OF MOSCOW
424901;VISA;ICICI BANK EURASIA LLC
424917;VISA;ZHELDORBANK JSB
424944;VISA;ICICI BANK EURASIA LLC
424958;VISA;CB PRISCO CAPITAL BANK CJSC
424974;VISA;GAZPROMBANK OJSC
424975;VISA;GAZPROMBANK OJSC
424976;VISA;GAZPROMBANK OJSC
424978;VISA;BANK FOR FOREIGN TRADE (VNESHTORGBANK)
424979;VISA;BANK FOR FOREIGN TRADE (VNESHTORGBANK)
425139;VISA;B AND N BANK (JSC)
425153;VISA;JSCB ROSBANK
425154;VISA;ZHELDORBANK JSB
425155;VISA;CREDIT URAL BANK
425170;VISA;JSC GE MONEYBANK
425175;VISA;B AND N BANK (JSC)
425181;VISA;OJSC BANK PETROCOMMERCE
425182;VISA;OJSC BANK PETROCOMMERCE
425183;VISA;OJSC BANK PETROCOMMERCE
425184;VISA;OJSC BANK PETROCOMMERCE
425185;VISA;OJSC BANK PETROCOMMERCE
425347;VISA;COMMERCIAL BANK GAZBANK
425530;VISA;OJSC CB SOLIDARNOST
425534;VISA;ORIENT EXPRESS BANK OJSC (OAO KB ORIENT)
425535;VISA;ORIENT EXPRESS BANK OJSC (OAO KB ORIENT)
425536;VISA;OJSC COMMERCIAL BANK KAMABANK
425553;VISA;ETAlan BANK
425607;VISA;URALTRANSBANK OJSC
425608;VISA;URALTRANSBANK OJSC
425609;VISA;URALTRANSBANK OJSC
425656;VISA;JSC BANK OF KHANTY-MANSIYSK
425658;VISA;ROSPROMBANK CB ROSSIYSKY PROMYISHlanNY BANK ROSPROMBANK
425690;VISA;JSCB FORA BANK
425691;VISA;JSCB FORA BANK
425692;VISA;JSCB FORA BANK
425693;VISA;INTERNATIONAL BANK OF TRADE COOPERATION (IBTC-BANK OJSC)
425694;VISA;INTERNATIONAL BANK OF TRADE COOPERATION (IBTC-BANK OJSC)
425695;VISA;INTERNATIONAL BANK OF TRADE COOPERATION (IBTC-BANK OJSC)
425696;VISA;INTERNATIONAL BANK OF TRADE COOPERATION (IBTC-BANK OJSC)
425811;VISA;ZHELDORBANK JSB
425812;VISA;ZHELDORBANK JSB
425813;VISA;ZHELDORBANK JSB
425814;VISA;ZHELDORBANK JSB
425815;VISA;ZHELDORBANK JSB
425874;VISA;MDM BANK OJSC
425884;VISA;ZAO RAIFFEISENBANK
425885;VISA;ZAO RAIFFEISENBANK
425980;VISA;MOSCOMPRIVATBANK (MOSCOW COMMERCIAL BANK)
426036;VISA;SAINT PETERSBURG JSCB TAVRICHESKIY
426037;VISA;SAINT PETERSBURG JSCB TAVRICHESKIY
426038;VISA;SAINT PETERSBURG JSCB TAVRICHESKIY
426075;VISA;JS CREDIT AND INSURANCE BANK KS BANK
426076;VISA;JS CREDIT AND INSURANCE BANK KS BANK
